stt_name,stt_no,county_name,town_name,county_code,urban_plan,lon,lat,manager,addr,stt_purpose
CCTV-15-0070-006-01,68000-000370,桃園市,大溪區,68000030,區外,121.2909,24.84066,交通部公路總局,大溪區復興路草嶺(S),影像監視
CCTV-15-0070-046-01,68000-000369,桃園市,復興區,68000130,H0308,121.383,24.6784,交通部公路總局,復興區北橫公路巴陵(S),影像監視
CCTV-15-0070-046-02,68000-000368,桃園市,復興區,68000130,H0308,121.3794,24.68059,交通部公路總局,桃園市復興區華陵里台7線巴陵大橋(南端)46K+100,影像監視
CCTV-15-0070-045-02,68000-000367,桃園市,復興區,68000130,區外,121.3797,24.68269,交通部公路總局,台7線45K+900,影像監視
CCTV-15-0070-044-01,68000-000366,桃園市,復興區,68000130,區外,121.3764,24.69083,交通部公路總局,復興區北橫公路蘇樂南(N),影像監視
CCTV-15-0070-033-01,68000-000365,桃園市,復興區,68000130,區外,121.3501,24.73811,交通部公路總局,復興區北橫公路榮華壩(S),影像監視
CCTV-15-0070-032-02,68000-000364,桃園市,復興區,68000130,區外,121.3424,24.74134,交通部公路總局,台7線32K+650(S),影像監視
CCTV-15-0070-032-01,68000-000363,桃園市,復興區,68000130,區外,121.3421,24.74192,交通部公路總局,復興區北橫公路榮華橋(S),影像監視
CCTV-15-0070-022-01,68000-000362,桃園市,復興區,68000130,區外,121.348,24.75489,交通部公路總局,公路總局復興工務段(N),影像監視
CCTV-15-0070-001-02,68000-000361,桃園市,大溪區,68000030,H0109,121.2947,24.8769,交通部公路總局,大溪區復興路三層崎(N),影像監視
CCTV-15-0070-001-01,68000-000360,桃園市,大溪區,68000030,H0109,121.2941,24.87734,交通部公路總局,大溪區復興路三層崎(S),影像監視
CCTV-15-0070-015-01,68000-000359,桃園市,復興區,68000130,區外,121.3446,24.81975,交通部公路總局,三民村北橫公路(N),影像監視
CCTV-15-0070-000-01,68000-000358,桃園市,大溪區,68000030,H0109,121.2893,24.88416,交通部公路總局,大溪區康莊路大溪老街(N),影像監視
CCTV-15-007B-013-01,68000-000356,桃園市,大溪區,68000030,區外,121.3303,24.83437,交通部公路總局,三民村台7乙線13K+900(N),影像監視
CCTV-15-007B-012-01,68000-000355,桃園市,大溪區,68000030,區外,121.3345,24.84784,交通部公路總局,台7乙線12K+100,影像監視
CCTV-13-0610-055-01,68000-000211,桃園市,新屋區,68000110,區外,121.0179,24.97487,交通部公路總局,台61線49K+750,影像監視
CCTV-13-0610-054-03,68000-000210,桃園市,新屋區,68000110,區外,121.0197,24.98357,交通部公路總局,台61線48K+850,影像監視
CCTV-13-0610-054-01,68000-000209,桃園市,新屋區,68000110,區外,121.0204,24.98784,交通部公路總局,台61線48K+350(平面),影像監視
CCTV-13-0610-053-01,68000-000208,桃園市,新屋區,68000110,區外,121.0209,24.98849,交通部公路總局,桃園市新屋區永安交流道前100公尺(S),影像監視
CCTV-13-0610-052-01,68000-000207,桃園市,新屋區,68000110,區外,121.0267,25.00111,交通部公路總局,台61線47K+000,影像監視
CCTV-13-0610-050-01,68000-000206,桃園市,新屋區,68000110,區外,121.0365,25.0136,交通部公路總局,台61線45K+200,影像監視
CCTV-13-0610-048-01,68000-000205,桃園市,觀音區,68000120,區外,121.0519,25.0284,交通部公路總局,台61線43K+500(平面),影像監視
CCTV-13-0610-038-01,68000-000204,桃園市,觀音區,68000120,區外,121.1319,25.06984,交通部公路總局,38.9K草漯(N),影像監視
CCTV-13-0610-036-01,68000-000203,桃園市,大園區,68000060,區外,121.1586,25.07605,交通部公路總局,36.1K大園北出口標示架(C),影像監視
CCTV-13-0610-033-02,68000-000202,桃園市,大園區,68000060,區外,121.1815,25.08389,交通部公路總局,台61線28K+000-2,影像監視
CCTV-13-0610-033-01,68000-000201,桃園市,大園區,68000060,區外,121.1815,25.08389,交通部公路總局,33.6K大園(N),影像監視
CCTV-13-0610-029-01,68000-000200,桃園市,大園區,68000060,區外,121.2125,25.10322,交通部公路總局,台61線24K+185,影像監視
CCTV-13-0610-028-01,68000-000199,桃園市,大園區,68000060,區外,121.2271,25.1083,交通部公路總局,台61線22K+600,影像監視
CCTV-13-0610-025-01,68000-000198,桃園市,蘆竹區,68000050,區外,121.2511,25.11632,交通部公路總局,25.6K標示架(C),影像監視
CCTV-13-0040-004-01,68000-000192,桃園市,大園區,68000060,區外,121.2608,25.07017,交通部公路總局,大園區三民路二段下水尾(E),影像監視
CCTV-15-0040-037-01,68000-000191,桃園市,大溪區,68000030,H0215,121.2596,24.82284,交通部公路總局,大溪區康莊路五段溪洲(E),影像監視
CCTV-15-0040-035-01,68000-000190,桃園市,大溪區,68000030,區外,121.2724,24.84322,交通部公路總局,大溪區康莊路三段崁頂(E),影像監視
CCTV-15-0040-030-01,68000-000189,桃園市,大溪區,68000030,區外,121.2817,24.8701,交通部公路總局,大溪區瑞安路崁津大橋南(E),影像監視
CCTV-15-0040-030-03,68000-000188,桃園市,大溪區,68000030,區外,121.2804,24.8737,交通部公路總局,桃園市大溪區康安里台4線崁津大橋(南端)30K+600,影像監視
CCTV-15-0040-030-02,68000-000187,桃園市,大溪區,68000030,區外,121.2776,24.87554,交通部公路總局,桃園市大溪區康安里台4線崁津大橋(北端)30K+400,影像監視
CCTV-15-0040-029-01,68000-000186,桃園市,大溪區,68000030,區外,121.2757,24.87703,交通部公路總局,大溪區瑞安路崁津大橋北(W),影像監視
CCTV-15-0040-027-01,68000-000185,桃園市,大溪區,68000030,H0108,121.2788,24.8937,交通部公路總局,大溪區康莊路崎頂(W),影像監視
CCTV-13-0040-014-01,68000-000184,桃園市,桃園區,68000010,H0101,121.3121,25.00033,交通部公路總局,桃園區三民路中山路口(E),影像監視
CCTV-13-0040-010-01,68000-000183,桃園市,蘆竹區,68000050,H0102,121.301,25.03432,交通部公路總局,台4線10K+500,影像監視
CCTV-15-0030-049-01,68000-000174,桃園市,龍潭區,68000090,H0214,121.2096,24.86459,交通部公路總局,桃縣龍潭中豐路30-1號對面標誌桿(左)(N),影像監視
CCTV-15-0030-047-01,68000-000173,桃園市,龍潭區,68000090,區外,121.2231,24.87034,交通部公路總局,龍潭區中興路永興街口(N),影像監視
CCTV-15-0030-044-01,68000-000172,桃園市,龍潭區,68000090,區外,121.2442,24.87759,交通部公路總局,台3線44K+900,影像監視
CCTV-15-0030-039-02,68000-000171,桃園市,大溪區,68000030,H0108,121.2777,24.89581,交通部公路總局,台3線39K+600,影像監視
CCTV-15-0030-039-01,68000-000170,桃園市,大溪區,68000030,H0108,121.2845,24.89862,交通部公路總局,台3線39K+100,影像監視
CCTV-15-0030-037-01,68000-000169,桃園市,大溪區,68000030,H0109,121.2872,24.88679,交通部公路總局,大溪區介壽路崎頂(S),影像監視
CCTV-15-0030-037-02,68000-000168,桃園市,大溪區,68000030,H0108,121.2787,24.89176,交通部公路總局,台3線37K+920,影像監視
CCTV-15-0030-036-01,68000-000167,桃園市,大溪區,68000030,H0109,121.2904,24.88454,交通部公路總局,大溪區信義路忠孝路口(S),影像監視
CCTV-15-003B-002-01,68000-000164,桃園市,大溪區,68000030,區外,121.2554,24.86735,交通部公路總局,大溪區石園路中科院(S),影像監視
CCTV-15-003B-010-01,68000-000163,桃園市,龍潭區,68000090,區外,121.2213,24.81835,交通部公路總局,龍潭區龍源路打鐵坑(N),影像監視
CCTV-13-0310-006-03,68000-000162,桃園市,大園區,68000060,區外,121.2291,25.02703,交通部公路總局,大園鄉台31線6K+000(N),影像監視
CCTV-13-0031-004-01,68000-000161,桃園市,蘆竹區,68000050,區外,121.2421,25.0395,交通部公路總局,台31線4K+260,影像監視
CCTV-13-0310-017-02,68000-000160,桃園市,新屋區,68000110,區外,121.1535,24.95686,交通部公路總局,蘆竹鄉台31線17K+500(S),影像監視
CCTV-13-0310-017-01,68000-000159,桃園市,新屋區,68000110,區外,121.1531,24.95705,交通部公路總局,蘆竹鄉台31線17K+500(N),影像監視
CCTV-13-0310-017-03,68000-000158,桃園市,新屋區,68000110,H0105,121.1543,24.95727,交通部公路總局,蘆竹鄉台31線17K+000(S),影像監視
CCTV-13-0310-013-02,68000-000157,桃園市,中壢區,68000020,區外,121.1827,24.98065,交通部公路總局,蘆竹鄉台31線13K+400(S),影像監視
CCTV-13-0310-013-01,68000-000156,桃園市,中壢區,68000020,區外,121.1836,24.98211,交通部公路總局,蘆竹鄉台31線13K+300(N),影像監視
CCTV-13-0310-006-02,68000-000155,桃園市,大園區,68000060,區外,121.2285,25.02597,交通部公路總局,蘆竹鄉台31線6K+150 左(N),影像監視
CCTV-13-0310-006-01,68000-000154,桃園市,大園區,68000060,區外,121.2278,25.02611,交通部公路總局,蘆竹鄉台31線6K+150 右(S),影像監視
CCTV-13-0010-049-01,68000-000043,桃園市,楊梅區,68000040,H0305,121.1345,24.9067,交通部公路總局,楊梅區中山南路瓦窯橋(N),影像監視
CCTV-13-0010-045-01,68000-000042,桃園市,楊梅區,68000040,H0106,121.1671,24.90867,交通部公路總局,楊梅區中山北路楊梅交流道(S),影像監視
CCTV-13-0010-042-01,68000-000041,桃園市,平鎮區,68000100,區外,121.1899,24.92555,交通部公路總局,楊梅市陸橋南路(S),影像監視
CCTV-13-0010-041-02,68000-000040,桃園市,平鎮區,68000100,H0304,121.1968,24.93121,交通部公路總局,平鎮區延平路快速路口(S),影像監視
CCTV-13-0010-041-01,68000-000039,桃園市,平鎮區,68000100,H0304,121.1994,24.93361,交通部公路總局,平鎮區延平路快速路口北(N),影像監視
CCTV-13-0010-039-01,68000-000038,桃園市,平鎮區,68000100,H0103,121.2072,24.9469,交通部公路總局,平鎮區環南路復旦路口(N),影像監視
CCTV-13-0010-034-01,68000-000037,桃園市,中壢區,68000020,H0103,121.2395,24.96545,交通部公路總局,中壢區中華路中園路口(S),影像監視
CCTV-13-0010-028-01,68000-000036,桃園市,桃園區,68000010,H0209,121.2842,24.98782,交通部公路總局,桃園市中山路(近桃園市政府),影像監視
CCTV-13-0010-024-01,68000-000035,桃園市,桃園區,68000010,H0101,121.3167,25.0012,交通部公路總局,桃園市三民路(N),影像監視
CCTV-13-0010-021-01,68000-000034,桃園市,龜山區,68000070,H0210,121.3489,25.00206,交通部公路總局,龜山區長壽路忠義路口(N),影像監視
CCTV-13-0010-020-01,68000-000033,桃園市,龜山區,68000070,H0210,121.3577,25.00151,交通部公路總局,龜山區萬壽路一段(S),影像監視
CCTV-13-0010-017-01,68000-000032,桃園市,龜山區,68000070,區外,121.3858,25.00914,交通部公路總局,龜山鄉東萬壽路,影像監視
CCTV-13-0010-015-01,68000-000031,桃園市,龜山區,68000070,H0207,121.3986,25.01611,交通部公路總局,龜山區萬壽路一段(往新莊迴龍照N),影像監視
CCTV-13-0010-014-01,68000-000030,桃園市,龜山區,68000070,H0207,121.4071,25.0183,交通部公路總局,龜山鄉萬壽路1段(S),影像監視
CCTV-13-001A-025-01,68000-000028,桃園市,桃園區,68000010,H0101,121.3222,24.99182,交通部公路總局,桃園區萬壽路三段桃園農工(N),影像監視
CCTV-13-001A-021-01,68000-000027,桃園市,龜山區,68000070,H0301,121.3626,25.00197,交通部公路總局,龜山區萬壽路二段嶺頂(S),影像監視
CCTV-13-001A-017-01,68000-000026,桃園市,龜山區,68000070,區外,121.3921,25.01544,交通部公路總局,龜山鄉萬壽路1段(S),影像監視
CCTV-13-0150-048-02,68000-000007,桃園市,新屋區,68000110,區外,121.032,24.98973,交通部公路總局,觀音區文化路三段永安(S),影像監視
CCTV-13-0150-036-01,68000-000005,桃園市,大園區,68000060,區外,121.1687,25.05927,交通部公路總局,大園區大觀路南港(N),影像監視
CCTV-13-0150-025-01,68000-000004,桃園市,蘆竹區,68000050,區外,121.2567,25.11321,交通部公路總局,大園鄉西部濱海公路(台15線25K+150)(N),影像監視
CCTV-54-1760-000-001,67000-001808,臺南市,七股區,67000150,區外,120.09306,23.15243,交通部公路總局,西濱北上匝道口,影像監視
CCTV-54-1730-022-001,67000-001807,臺南市,七股區,67000150,區外,120.08911,23.0902,交通部公路總局,西濱北上匝道口,影像監視
CCTV-54-0860-006-001,67000-001806,臺南市,仁德區,67000270,區外,120.2327,22.93647,交通部公路總局,T86-6K+320,影像監視
CCTV-54-0860-005-002,67000-001805,臺南市,仁德區,67000270,R0312,120.22724,22.93321,交通部公路總局,T86-5K+663,影像監視
CCTV-54-0610-304-001,67000-001801,臺南市,七股區,67000150,區外,120.08667,23.1034,交通部公路總局,十份(304k+200)全方向,影像監視
CCTV-54-0610-299-001,67000-001800,臺南市,七股區,67000150,區外,120.08956,23.14564,交通部公路總局,299K.495 七股北出口標誌架(北向),影像監視
CCTV-54-0610-298-002,67000-001799,臺南市,七股區,67000150,區外,120.08945,23.15267,交通部公路總局,298K.72 七股(南向),影像監視
CCTV-54-0610-298-001,67000-001798,臺南市,七股區,67000150,區外,120.08965,23.1539,交通部公路總局,298K.58 七股(北向),影像監視
CCTV-54-0610-297-001,67000-001797,臺南市,七股區,67000150,區外,120.08947,23.16539,交通部公路總局,297K.3 七股南出口標誌架(南向),影像監視
CCTV-53-0610-292-001,67000-001796,臺南市,將軍區,67000160,區外,120.09858,23.21204,交通部公路總局,292K.014 將軍(北向),影像監視
CCTV-53-0610-289-001,67000-001795,臺南市,北門區,67000170,區外,120.10479,23.23676,交通部公路總局,289K.2 三寮灣(北向),影像監視
CCTV-53-0610-284-002,67000-001794,臺南市,北門區,67000170,區外,120.11916,23.27283,交通部公路總局,台南市七股區拱門架北上路側,影像監視
CCTV-53-0610-283-001,67000-001793,臺南市,北門區,67000170,區外,120.12702,23.2803,交通部公路總局,283K.7 北門(北向),影像監視
CCTV-54-0390-010-002,67000-001768,臺南市,歸仁區,67000280,區外,120.27818,22.94148,交通部公路總局,重點路段109-車流監看 高鐵橋下台南路段(照到往新化路牌),影像監視
CCTV-54-0390-010-003,67000-001767,臺南市,歸仁區,67000280,區外,120.27771,22.94147,交通部公路總局,重點路段109-車流監看 高鐵橋下台南路段,影像監視
CCTV-54-0390-002-002,67000-001766,臺南市,歸仁區,67000280,區外,120.2876,23.0117,交通部公路總局,重點路段109-車流監看 高鐵橋下(西埔二街),影像監視
CCTV-54-0390-002-001,67000-001765,臺南市,歸仁區,67000280,區外,120.28714,23.01148,交通部公路總局,重點路段109-車流監看 高鐵橋下(西埔二街),影像監視
CCTV-55-0200-052-001,67000-001764,臺南市,南化區,67000250,區外,120.55239,23.06939,交通部公路總局,台南市南化區東行路側,影像監視
CCTV-55-0200-051-001,67000-001763,臺南市,南化區,67000250,區外,120.5517,23.07064,交通部公路總局,台南市南化區西行路側,影像監視
CCTV-55-0200-042-001,67000-001762,臺南市,南化區,67000250,區外,120.49835,23.0747,交通部公路總局,台南市南化區西向路側,影像監視
CCTV-55-0200-036-002,67000-001761,臺南市,玉井區,67000230,R0214,120.4652,23.12065,交通部公路總局,玉井鄉中山路228號,影像監視
CCTV-55-0200-023-001,67000-001760,臺南市,左鎮區,67000260,區外,120.39011,23.06181,交通部公路總局,台南市左鎮區榮和里南橫公路,影像監視
CCTV-55-0200-020-001,67000-001759,臺南市,山上區,67000220,區外,120.36891,23.07944,交通部公路總局,台南市山上區隙子口2之22號(西行路側),影像監視
CCTV-54-0200-018-002,67000-001758,臺南市,新化區,67000180,區外,120.35598,23.07019,交通部公路總局,千鳥營區,影像監視
CCTV-54-0200-017-001,67000-001757,臺南市,新化區,67000180,區外,120.34938,23.06775,交通部公路總局,台南市新化區南橫公路,影像監視
CCTV-54-0200-014-001,67000-001756,臺南市,新化區,67000180,區外,120.32247,23.0524,交通部公路總局,台南市新化區南橫公路,影像監視
CCTV-54-0200-013-001,67000-001755,臺南市,新化區,67000180,區外,120.31705,23.04633,交通部公路總局,13K+580(順樁)(東向),影像監視
CCTV-54-0200-009-001,67000-001754,臺南市,永康區,67000310,R0303,120.28343,23.03276,交通部公路總局,台南市永康區中山北路旁,影像監視
CCTV-54-0200-006-001,67000-001753,臺南市,永康區,67000310,R0303,120.25148,23.02314,交通部公路總局,重點路段109-車流監看 永康中華電信營業所旁,影像監視
CCTV-54-0200-003-003,67000-001752,臺南市,永康區,67000310,R0111,120.23295,23.01428,交通部公路總局,永康市中山南路208號,影像監視
CCTV-54-0200-003-002,67000-001751,臺南市,永康區,67000310,R0111,120.22949,23.01296,交通部公路總局,台南市永康區中山南路151號,影像監視
CCTV-54-019A-057-002,67000-001750,臺南市,關廟區,67000290,區外,120.33845,22.89049,交通部公路總局,57K+212(順樁)(南向),影像監視
CCTV-54-019A-045-001,67000-001749,臺南市,關廟區,67000290,區外,120.31968,22.97458,交通部公路總局,台南市關廟區南雄路二段930號,影像監視
CCTV-54-019A-035-001,67000-001748,臺南市,新化區,67000180,區外,120.31706,23.05018,交通部公路總局,新化外環109-車流監看,影像監視
CCTV-54-019A-033-001,67000-001747,臺南市,新化區,67000180,區外,120.30016,23.0531,交通部公路總局,台南市新化區中正路990號,影像監視
CCTV-54-019A-032-001,67000-001746,臺南市,新化區,67000180,區外,120.29981,23.05364,交通部公路總局,易淹水地區監看 東新加油站旁,影像監視
CCTV-54-019A-019-001,67000-001745,臺南市,善化區,67000190,區外,120.27043,23.16445,交通部公路總局,台南市善化區溪底寮67號,影像監視
CCTV-54-019A-017-001,67000-001744,臺南市,麻豆區,67000070,R0302,120.25418,23.17668,交通部公路總局,台南市麻豆區民權路,影像監視
CCTV-53-019A-014-001,67000-001743,臺南市,麻豆區,67000070,區外,120.26567,23.19786,交通部公路總局,台南市下營區與台84路口北上路側,影像監視
CCTV-54-0190-137-001,67000-001742,臺南市,安南區,67000350,D0101,120.21557,23.04096,交通部公路總局,台南市安定區安和路四段,影像監視
CCTV-54-0190-132-002,67000-001741,臺南市,安定區,67000210,區外,120.21034,23.08731,交通部公路總局,132K+300(順樁)(南向),影像監視
CCTV-54-0190-129-001,67000-001740,臺南市,西港區,67000140,R0209,120.20348,23.11197,交通部公路總局,西港區西港大橋北端槽化島內,影像監視
CCTV-54-0170-183-001,67000-001693,臺南市,南區,67000330,D0101,120.17668,22.93207,交通部公路總局,台南黃金海岸遊客中心濱南路600號,影像監視
CCTV-54-0170-182-002,67000-001692,臺南市,南區,67000330,D0101,120.1762,22.9375,交通部公路總局,T-17線182K.95 灣裡(喜樹路340巷南側)濱南路中央分隔島上,影像監視
CCTV-54-0170-182-001,67000-001691,臺南市,南區,67000330,D0101,120.17584,22.9394,交通部公路總局,台南市南區省躬橫街50號,影像監視
CCTV-54-0170-166-001,67000-001690,臺南市,安南區,67000350,D0101,120.134,23.0607,交通部公路總局,T-17線166K.3 土城(安中路六段南側)安明路中央分隔島上,影像監視
CCTV-54-0170-164-001,67000-001689,臺南市,安南區,67000350,D0101,120.13558,23.08166,交通部公路總局,安南區安明路四段近國姓橋,影像監視
CCTV-54-0170-163-003,67000-001688,臺南市,七股區,67000150,區外,120.13166,23.09432,交通部公路總局,台17線國姓橋北端中央分隔島,影像監視
CCTV-54-0170-162-001,67000-001687,臺南市,七股區,67000150,區外,120.13169,23.09489,交通部公路總局,國姓橋北端(北向),影像監視
CCTV-54-0170-159-001,67000-001686,臺南市,七股區,67000150,區外,120.13187,23.11799,交通部公路總局,台南市七股區中央分隔島,影像監視
CCTV-53-0170-142-001,67000-001685,臺南市,北門區,67000170,區外,120.12883,23.27719,交通部公路總局,台南市北門區永隆里西濱公路,影像監視
CCTV-53-0170-141-001,67000-001684,臺南市,北門區,67000170,R0307,120.13642,23.28402,交通部公路總局,7-11南鯤鯓門市南邊85公尺,影像監視
CCTV-53-0170-140-001,67000-001683,臺南市,北門區,67000170,R0307,120.14202,23.28976,交通部公路總局,台南市北門區 五王大橋南下橋尾,影像監視
CCTV-53-0170-139-001,67000-001682,臺南市,北門區,67000170,區外,120.14624,23.29467,交通部公路總局,台南市北門區中央分隔島 五王大橋,影像監視
CCTV-53-0170-139-002,67000-001681,臺南市,北門區,67000170,區外,120.14628,23.296,交通部公路總局,台南市北門區鯤江里西濱公路,影像監視
CCTV-55-0030-389-001,67000-001675,臺南市,南化區,67000250,區外,120.46852,23.0053,交通部公路總局,重點路段109-車流監看 茄苳公廟旁,影像監視
CCTV-55-0030-379-001,67000-001674,臺南市,南化區,67000250,區外,120.48775,23.07789,交通部公路總局,重點路段109-車流監看 北寮橋,影像監視
CCTV-55-0030-365-001,67000-001673,臺南市,楠西區,67000240,R0215,120.49034,23.18536,交通部公路總局,台南市楠西區密枝里內山公路,影像監視
CCTV-54-0010-343-002,67000-001641,臺南市,仁德區,67000270,R0217,120.22435,22.92218,交通部公路總局,台南市仁德區二仁路一段120號,影像監視
CCTV-54-0010-343-003,67000-001640,臺南市,仁德區,67000270,R0217,120.22119,22.92803,交通部公路總局,台南市仁德區二行里,影像監視
CCTV-54-0010-342-003,67000-001639,臺南市,仁德區,67000270,R0217,120.22092,22.93317,交通部公路總局,台南市仁德區二仁路二段,影像監視
CCTV-54-0010-342-002,67000-001638,臺南市,仁德區,67000270,R0217,120.22102,22.93334,交通部公路總局,台南都會公園旁,影像監視
CCTV-54-0010-332-001,67000-001637,臺南市,永康區,67000310,R0111,120.23135,23.01268,交通部公路總局,永康市中華路538號,影像監視
CCTV-54-0010-330-002,67000-001636,臺南市,永康區,67000310,R0111,120.21993,23.02261,交通部公路總局,永康市南台街154巷,影像監視
CCTV-54-0010-330-001,67000-001635,臺南市,永康區,67000310,R0303,120.21944,23.02478,交通部公路總局,永康市中正南路205號,影像監視
CCTV-54-0010-328-002,67000-001634,臺南市,永康區,67000310,R0303,120.2363,23.04048,交通部公路總局,永康市中正南路803號,影像監視
CCTV-54-0010-326-002,67000-001633,臺南市,永康區,67000310,R0303,120.248065,23.041873,交通部公路總局,台南市永康區中正北路339之1號中央分隔島,影像監視
CCTV-54-0010-326-001,67000-001632,臺南市,永康區,67000310,R0303,120.25457,23.04213,交通部公路總局,永康市中正北路403之2號,影像監視
CCTV-54-0010-321-001,67000-001631,臺南市,新市區,67000200,R0211,120.28867,23.06608,交通部公路總局,新市區中山路中央分隔島,影像監視
CCTV-54-0010-313-002,67000-001630,臺南市,善化區,67000190,R0106,120.31871,23.12531,交通部公路總局,台南市善化區小新里小新營351號前,影像監視
CCTV-54-0010-313-001,67000-001629,臺南市,善化區,67000190,R0106,120.31883,23.1275,交通部公路總局,重點路段109-車流監看 善化啤酒廠,影像監視
CCTV-53-0010-309-001,67000-001628,臺南市,官田區,67000100,區外,120.34114,23.16181,交通部公路總局,台南市官田區渡頭里三塊厝67號,影像監視
CCTV-53-0010-308-001,67000-001627,臺南市,官田區,67000100,區外,120.34072,23.16492,交通部公路總局,官田鄉三塊厝5之43號,影像監視
CCTV-53-0010-290-001,67000-001626,臺南市,新營區,67000010,R0101,120.32633,23.30992,交通部公路總局,東山路19巷11號,影像監視
CCTV-53-0010-280-001,67000-001625,臺南市,後壁區,67000050,區外,120.36924,23.38006,交通部公路總局,台南市後壁區嘉民里縱貫公路,影像監視
66000C000202,67000-000200,臺南市,鹽水區,67000020,R0301,120.271912,23.308467,臺南市政府交通局,67000-000202,影像監視
66000C000201,67000-000199,臺南市,鹽水區,67000020,R0102,120.267172,23.315034,臺南市政府交通局,67000-000201,影像監視
66000C000200,67000-000198,臺南市,鹽水區,67000020,R0102,120.271347,23.318114,臺南市政府交通局,67000-000200,影像監視
66000C000199,67000-000197,臺南市,鹽水區,67000020,R0102,120.271433,23.318134,臺南市政府交通局,67000-000199,影像監視
66000C000198,67000-000196,臺南市,鹽水區,67000020,R0102,120.271003,23.311373,臺南市政府交通局,67000-000198,影像監視
66000C000197,67000-000195,臺南市,鹽水區,67000020,R0102,120.27282,23.311008,臺南市政府交通局,67000-000197,影像監視
66000C000196,67000-000194,臺南市,鹽水區,67000020,R0102,120.272941,23.311077,臺南市政府交通局,67000-000196,影像監視
66000C000195,67000-000193,臺南市,鹽水區,67000020,R0102,120.26409,23.311172,臺南市政府交通局,67000-000195,影像監視
66000C000194,67000-000192,臺南市,鹽水區,67000020,R0102,120.260725,23.328344,臺南市政府交通局,67000-000194,影像監視
66000C000193,67000-000191,臺南市,鹽水區,67000020,區外,120.263386,23.310118,臺南市政府交通局,67000-000193,影像監視
66000C000192,67000-000190,臺南市,鹽水區,67000020,區外,120.263386,23.310118,臺南市政府交通局,67000-000192,影像監視
66000C000191,67000-000189,臺南市,鹽水區,67000020,R0102,120.266681,23.316571,臺南市政府交通局,67000-000191,影像監視
66000C000190,67000-000188,臺南市,鹽水區,67000020,R0102,120.266727,23.316336,臺南市政府交通局,67000-000190,影像監視
66000C000189,67000-000187,臺南市,鹽水區,67000020,R0102,120.26304,23.318356,臺南市政府交通局,67000-000189,影像監視
66000C000188,67000-000186,臺南市,鹽水區,67000020,R0102,120.267383,23.320728,臺南市政府交通局,67000-000188,影像監視
66000C000187,67000-000185,臺南市,安平區,67000360,D0301,120.157353,23.003536,臺南市政府交通局,67000-000187,影像監視
66000C000186,67000-000184,臺南市,安平區,67000360,D0301,120.160586,22.997586,臺南市政府交通局,67000-000186,影像監視
66000C000184,67000-000182,臺南市,東區,67000320,D0101,120.239712,22.989093,臺南市政府交通局,67000-000184,影像監視
66000C000183,67000-000181,臺南市,東區,67000320,D0101,120.239755,22.989177,臺南市政府交通局,67000-000183,影像監視
66000C000182,67000-000180,臺南市,新營區,67000010,R0301,120.286515,23.30866,臺南市政府交通局,67000-000182,影像監視
66000C000181,67000-000179,臺南市,新營區,67000010,R0301,120.286515,23.30866,臺南市政府交通局,67000-000181,影像監視
66000C000180,67000-000178,臺南市,新營區,67000010,R0101,120.301931,23.304386,臺南市政府交通局,67000-000180,影像監視
66000C000179,67000-000177,臺南市,新營區,67000010,R0101,120.293545,23.306403,臺南市政府交通局,67000-000179,影像監視
66000C000178,67000-000176,臺南市,新營區,67000010,R0101,120.293405,23.306644,臺南市政府交通局,67000-000178,影像監視
66000C000177,67000-000175,臺南市,新營區,67000010,R0101,120.293449,23.306612,臺南市政府交通局,67000-000177,影像監視
66000C000176,67000-000174,臺南市,新營區,67000010,R0101,120.293449,23.306612,臺南市政府交通局,67000-000176,影像監視
66000C000175,67000-000173,臺南市,新營區,67000010,R0101,120.297423,23.305548,臺南市政府交通局,67000-000175,影像監視
66000C000174,67000-000172,臺南市,新營區,67000010,R0101,120.320207,23.305853,臺南市政府交通局,67000-000174,影像監視
66000C000173,67000-000171,臺南市,新營區,67000010,R0101,120.32029,23.305981,臺南市政府交通局,67000-000173,影像監視
66000C000172,67000-000170,臺南市,新營區,67000010,R0101,120.314078,23.302662,臺南市政府交通局,67000-000172,影像監視
66000C000171,67000-000169,臺南市,新市區,67000200,R0311,120.280735,23.084527,臺南市政府交通局,67000-000171,影像監視
66000C000170,67000-000168,臺南市,新市區,67000200,R0311,120.281218,23.085179,臺南市政府交通局,67000-000170,影像監視
66000C000169,67000-000167,臺南市,新市區,67000200,R0311,120.282043,23.086311,臺南市政府交通局,67000-000169,影像監視
66000C000168,67000-000166,臺南市,新市區,67000200,R0311,120.282413,23.086989,臺南市政府交通局,67000-000168,影像監視
66000C000167,67000-000165,臺南市,新市區,67000200,R0311,120.282206,23.08625,臺南市政府交通局,67000-000167,影像監視
66000C000166,67000-000164,臺南市,新市區,67000200,R0311,120.281683,23.085533,臺南市政府交通局,67000-000166,影像監視
66000C000165,67000-000163,臺南市,新市區,67000200,R0311,120.280916,23.084496,臺南市政府交通局,67000-000165,影像監視
66000C000164,67000-000162,臺南市,新市區,67000200,區外,120.281184,23.064375,臺南市政府交通局,67000-000164,影像監視
66000C000163,67000-000161,臺南市,新市區,67000200,區外,120.280304,23.067239,臺南市政府交通局,67000-000163,影像監視
66000C000162,67000-000160,臺南市,新市區,67000200,區外,120.281742,23.062127,臺南市政府交通局,67000-000162,影像監視
